,stars,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,Caters,GoodForKids,HasTV,NoiseLevel,RestaurantsAttire,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WiFi,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual
14,3.7804878048780486,1,2,1,2,2,2,0,1,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
15,4.651515151515151,1,2,2,0,1,2,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
16,3.1904761904761907,1,2,1,0,2,2,0,1,1,2,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,2
17,2.6041666666666665,3,2,2,2,2,2,2,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0
18,4.2272727272727275,1,2,2,2,0,2,0,3,1,2,0,2,0,0,1,2,1,0,0,0,2,0,0,0,0,2
19,4.157407407407407,1,2,2,2,2,2,0,1,1,2,2,2,1,0,0,2,2,0,0,0,0,0,0,0,0,2
20,4.503225806451613,2,2,2,2,2,2,2,1,1,2,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
21,4.166666666666667,1,2,1,2,1,2,2,1,1,2,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,0
22,4.205882352941177,1,2,2,2,2,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,2,0,0
23,4.055555555555555,1,1,1,2,0,2,0,1,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,2
24,3.5,1,0,1,2,0,2,0,3,1,0,0,2,1,0,1,2,2,1,1,1,1,1,1,1,1,1
25,3.111111111111111,1,0,2,2,0,2,2,3,1,0,0,2,0,0,2,2,1,1,1,1,1,1,1,1,1,1
26,3.2093023255813953,1,2,2,2,2,2,2,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
27,4.833333333333333,0,2,2,2,1,1,1,0,0,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1
28,3.0,0,1,1,1,1,2,0,0,1,1,2,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1
29,3.4827586206896552,2,2,1,0,0,2,2,1,1,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
30,2.9452054794520546,1,2,2,2,0,2,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0
31,2.7032967032967035,1,2,2,2,0,2,2,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
32,3.8666666666666667,2,2,2,1,2,2,2,1,1,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
33,4.125439624853458,1,2,2,2,2,2,0,1,1,2,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
34,4.069767441860465,1,2,2,0,2,2,2,1,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
35,3.9,1,2,1,2,0,2,2,1,1,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,2
36,4.8,1,2,1,2,1,1,2,0,0,2,0,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1
37,1.9375,1,2,2,2,2,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
38,2.5454545454545454,1,2,2,0,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
39,2.6,0,1,2,1,1,2,1,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
40,2.923076923076923,1,2,2,2,2,2,0,1,1,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
41,3.557377049180328,3,2,1,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,1,0,2,0,2
42,3.6153846153846154,1,0,1,0,0,2,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2
43,3.875,1,2,2,2,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
44,4.453,3,2,1,2,0,2,0,2,1,0,0,2,1,0,2,2,1,0,0,0,0,0,0,2,0,0
45,3.586206896551724,3,1,1,2,1,0,0,1,2,2,0,2,2,2,1,0,0,0,0,2,0,1,0,0,0,0
46,4.392441860465116,1,2,2,2,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,2,0,0,2,0,2
47,3.9655172413793105,3,0,1,2,0,2,2,1,1,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
48,4.096,3,0,2,2,0,2,0,3,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
49,5.0,0,1,2,1,1,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
50,4.209302325581396,1,2,1,2,2,2,0,1,1,2,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
51,4.254545454545455,1,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
52,2.621212121212121,1,2,2,2,0,2,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
53,4.334310850439882,2,2,2,2,2,0,0,1,1,2,0,2,1,2,2,2,1,0,0,0,2,0,0,2,0,2
54,4.133333333333334,1,0,2,0,2,2,0,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,2,0,2
55,3.2653061224489797,1,0,1,2,0,2,0,2,1,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
56,3.411764705882353,1,2,1,2,2,2,2,3,1,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
57,2.859437751004016,3,0,2,2,0,2,2,1,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
58,4.666666666666667,0,1,1,1,1,1,1,0,0,1,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1
59,2.7857142857142856,0,1,1,0,1,2,1,0,1,0,2,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0
60,3.75,3,1,1,0,1,0,1,0,1,0,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1
61,3.9523809523809526,1,1,0,2,0,2,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
62,3.0434782608695654,2,2,2,2,0,2,2,1,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
63,3.3076923076923075,3,1,1,2,0,2,2,1,1,2,0,2,1,0,1,2,0,0,0,0,1,1,0,0,0,2
64,3.0,1,0,2,0,1,2,2,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
65,4.086956521739131,3,2,1,0,1,2,2,1,1,2,2,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
66,3.4,3,0,2,2,2,2,0,2,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
67,3.3063063063063063,1,2,1,2,2,2,0,1,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
68,3.83547557840617,3,2,2,2,2,2,2,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
69,3.9362745098039214,3,2,2,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,2
70,4.559440559440559,1,2,2,2,2,2,2,1,1,2,0,2,0,0,0,2,1,0,0,0,2,0,0,2,0,2
71,3.6842105263157894,3,1,1,0,1,0,1,1,1,2,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1
72,4.0285714285714285,0,2,2,2,1,1,1,0,0,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
73,2.669172932330827,1,2,2,2,0,2,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
74,3.933333333333333,2,2,1,2,0,2,0,2,1,2,0,2,1,2,1,2,2,0,0,0,0,1,0,0,0,2
75,3.530201342281879,2,2,2,0,2,2,2,1,1,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
76,4.25,0,2,1,0,1,2,0,1,1,2,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0
77,3.3333333333333335,2,1,2,1,1,2,0,0,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
78,2.0615384615384613,1,2,2,2,0,2,2,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
79,3.9171686746987953,3,2,2,2,0,2,2,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
80,3.3138686131386863,3,2,2,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
81,5.0,0,1,1,1,1,0,2,0,0,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1
82,3.25,0,1,1,1,1,2,1,0,0,1,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1
83,2.142857142857143,1,2,2,2,2,2,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
84,4.5157384987893465,2,2,1,2,0,2,0,1,1,0,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,2
85,3.8579881656804735,2,2,2,2,0,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2
86,4.158730158730159,3,2,1,2,0,0,0,1,1,2,0,2,2,2,1,0,1,0,0,0,0,1,0,0,2,0
87,4.520408163265306,1,2,2,0,2,2,0,1,1,2,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,2
88,4.1,0,2,2,2,1,2,1,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
89,2.3333333333333335,1,1,1,1,0,2,0,1,1,0,2,2,1,1,1,2,2,0,0,0,0,1,0,0,0,0
90,4.3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
91,4.145833333333333,3,2,1,2,2,0,0,1,1,0,0,2,2,2,2,0,1,0,0,0,2,0,0,0,0,0
92,2.9206349206349205,3,2,2,2,2,2,2,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
93,3.0434782608695654,1,2,1,2,2,2,0,1,1,2,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0
94,3.4522613065326633,3,2,2,2,2,2,2,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
95,4.295302013422819,1,2,2,2,0,2,0,3,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
96,2.727272727272727,1,0,2,2,0,2,2,3,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0
97,3.95,3,2,2,2,1,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
98,4.0426829268292686,3,2,2,2,0,2,2,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
99,3.0,1,0,2,2,0,2,0,0,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
100,4.072727272727272,3,2,2,2,2,2,2,1,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
101,2.1363636363636362,1,0,2,2,0,2,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0
102,5.0,0,1,2,1,1,0,1,0,0,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1
103,3.875,0,1,1,0,1,2,0,0,1,0,0,2,1,2,1,2,2,0,0,0,0,1,0,0,0,0
104,4.0,0,1,2,0,1,2,1,1,0,1,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0
105,4.4,3,2,2,0,1,1,2,3,0,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
106,4.143342391304348,3,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,0,0,0,0,0,0,2,0,2
107,4.4,0,2,2,0,0,1,1,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
108,3.36,0,1,2,1,1,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
109,4.3,3,1,1,1,1,0,1,0,1,1,0,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1
110,3.022222222222222,1,1,2,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
111,4.212765957446808,1,2,2,2,2,2,2,1,1,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
112,3.65,1,2,2,2,0,2,2,1,1,0,0,0,0,2,2,2,1,0,0,0,0,2,0,0,0,0
113,4.5,1,2,1,2,2,2,0,0,1,2,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1
114,2.6666666666666665,0,1,2,0,1,0,1,0,1,0,0,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1
115,4.375,0,1,2,1,1,0,1,0,0,1,1,2,4,0,1,1,0,1,1,1,1,1,1,1,1,1
116,4.0,3,2,2,2,2,2,2,1,1,0,0,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
117,2.6842105263157894,0,2,1,2,0,2,2,1,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0
118,3.721518987341772,3,2,1,2,2,0,0,1,1,2,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,0
119,4.076190476190476,1,2,2,2,1,2,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
120,4.4,3,2,2,2,2,0,2,1,1,0,0,2,0,0,2,2,1,0,0,0,0,2,0,0,0,2
121,4.933333333333334,1,2,2,2,2,2,0,3,1,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
122,3.1,3,2,1,2,2,2,2,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
123,2.8,3,1,1,0,1,2,1,1,1,0,0,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0
124,3.047244094488189,3,2,1,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,0
125,4.27972027972028,1,2,2,2,2,2,2,1,1,2,2,2,0,0,2,2,1,0,0,0,2,0,0,2,0,2
126,4.476744186046512,3,0,2,2,2,2,2,1,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,2
127,3.5,2,0,1,0,0,2,2,1,1,0,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0
128,3.4583333333333335,3,0,2,0,1,0,2,0,1,2,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0
129,4.222929936305732,1,2,1,2,2,2,0,1,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,2
130,2.0,1,2,1,0,0,2,2,3,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
131,3.7794117647058822,0,1,2,2,1,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0
132,4.477611940298507,1,2,2,2,2,2,2,0,1,2,0,2,1,2,2,2,1,0,0,0,2,0,0,0,0,0
133,3.3137254901960786,1,2,2,2,0,2,2,1,1,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
134,2.7850877192982457,1,0,2,2,0,2,0,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,2,0,0,2
135,4.15566037735849,1,2,2,2,0,2,0,2,1,2,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2
136,4.36734693877551,1,2,1,2,2,2,0,3,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
137,3.056379821958457,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2
138,4.333333333333333,0,1,1,1,1,2,1,0,0,1,1,2,4,0,1,2,0,1,1,1,1,1,1,1,1,1
139,3.0714285714285716,1,2,1,1,2,2,0,2,1,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0
140,3.129032258064516,1,2,2,2,2,2,0,1,1,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,2
141,2.6666666666666665,0,2,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
142,3.625,3,2,1,2,2,2,2,0,1,1,2,2,1,2,2,2,2,0,0,0,0,1,0,0,0,0
143,2.875,3,2,2,2,2,0,2,3,1,2,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
144,3.9515151515151516,3,2,1,2,0,2,2,1,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
145,4.117647058823529,1,0,1,0,1,2,0,0,1,0,1,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0
146,3.3684210526315788,3,2,1,0,1,2,2,1,1,2,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0
147,2.130434782608696,1,0,1,0,0,2,2,3,1,0,0,2,1,0,2,2,2,0,0,0,0,1,0,0,0,2
148,4.0,0,2,1,1,1,2,2,0,1,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0
149,4.4,1,2,1,0,1,0,0,3,1,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0
150,3.611764705882353,1,2,2,2,2,2,2,1,1,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
151,4.25,1,1,2,0,1,2,1,0,1,0,0,2,0,0,1,2,0,1,1,1,1,1,1,1,1,1
152,3.9166666666666665,0,1,1,0,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
153,4.150537634408602,1,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2
154,4.043478260869565,2,2,2,2,0,2,2,1,1,2,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
155,3.7872340425531914,1,2,1,2,1,2,1,0,1,2,0,0,1,1,1,2,2,0,0,0,0,1,0,0,0,0
156,4.166666666666667,3,2,1,2,0,0,0,1,1,2,0,0,1,0,1,2,1,0,0,0,2,1,0,0,0,2
157,4.333333333333333,0,1,1,1,1,2,1,0,0,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0
158,4.4324324324324325,1,2,2,2,2,2,2,3,1,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,2
159,3.4705882352941178,3,0,1,1,0,2,2,1,1,0,0,2,1,2,2,2,1,0,0,0,0,1,0,0,0,2
160,3.5384615384615383,0,2,2,2,2,1,1,0,0,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
161,3.642857142857143,1,2,2,0,1,2,2,3,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
162,4.391143911439114,1,2,2,2,2,2,2,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
163,3.9123711340206184,1,2,1,2,0,2,0,1,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,2
164,3.7142857142857144,3,1,1,2,2,2,2,1,0,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
165,4.555555555555555,0,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,1,1,1,1,1,1,1,1
166,3.8,0,1,1,1,0,2,1,0,1,2,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,0
167,2.909090909090909,1,2,1,2,2,2,2,1,1,2,2,2,1,2,0,2,1,0,0,0,2,1,0,0,0,0
168,4.668517049960349,1,2,2,2,2,2,0,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
169,3.16,1,0,2,2,2,2,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
170,2.8333333333333335,3,2,2,2,2,2,0,1,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
171,3.8,0,2,1,1,1,2,1,0,1,1,0,2,0,2,1,2,2,0,0,0,0,1,0,0,0,0
172,2.595505617977528,1,0,2,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
173,3.657142857142857,1,0,1,2,0,2,2,1,1,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
174,2.0,1,2,2,2,0,2,0,1,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,2
175,3.935064935064935,1,2,2,0,2,2,2,1,1,2,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2
176,4.587878787878788,1,2,2,2,2,2,0,3,1,2,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
177,4.690140845070423,1,0,2,2,0,2,2,3,1,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2
178,4.261744966442953,1,0,2,2,0,2,2,1,1,0,0,2,1,0,0,2,1,0,0,0,2,0,0,2,0,2
179,4.2887029288702925,3,2,2,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,2,0,2
180,3.9038461538461537,3,2,2,2,0,0,2,4,1,2,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0
181,4.3188775510204085,2,2,2,2,0,2,2,1,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2
182,5.0,0,1,2,1,1,1,1,0,0,1,2,1,4,0,1,2,2,1,1,1,1,1,1,1,1,1
183,4.1,3,0,2,2,2,2,2,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0
184,4.375,3,2,1,2,0,2,0,3,1,2,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0
185,4.2592592592592595,2,2,1,0,2,2,0,0,1,2,0,2,0,0,2,2,2,0,0,0,0,1,0,0,0,0
186,2.975609756097561,1,2,1,2,2,0,0,3,1,0,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,2
187,3.5,1,2,1,2,0,2,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
188,3.0,1,0,2,1,0,2,2,3,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
189,3.1818181818181817,0,0,2,0,0,2,0,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
190,4.351351351351352,1,0,2,2,0,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0
191,4.384615384615385,3,2,1,2,0,2,2,1,1,0,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
192,3.033333333333333,3,2,1,2,1,2,2,1,1,2,0,2,1,0,2,2,1,0,0,0,0,1,0,0,0,2
193,4.6239316239316235,1,1,2,2,0,2,2,3,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
194,3.6011029411764706,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
195,3.923076923076923,2,1,2,2,2,2,2,1,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0
196,4.615384615384615,0,2,1,1,1,2,2,0,1,0,0,2,1,0,1,2,1,0,0,0,0,1,0,0,0,0
197,4.0,0,1,1,1,1,2,1,3,0,1,0,2,4,0,1,1,2,1,1,1,1,1,1,1,1,1
198,4.164835164835165,1,2,1,2,0,2,0,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
199,3.5344827586206895,1,2,1,2,0,2,0,1,1,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2
200,4.227941176470588,1,2,2,2,2,2,0,1,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
201,4.555555555555555,3,2,2,2,2,2,2,0,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0
202,3.440894568690096,3,2,2,2,2,0,2,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2
203,4.504111842105263,2,2,2,2,2,2,2,1,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
204,3.53125,1,2,2,2,2,2,2,1,1,2,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
205,2.4210526315789473,0,1,2,0,1,2,0,3,1,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
206,4.0,1,2,1,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0
207,3.842857142857143,3,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,1,0,0,2,0,0,0,2,0,2
208,5.0,0,1,1,1,1,1,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
209,3.5714285714285716,1,0,2,0,0,2,0,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
210,4.673913043478261,1,2,2,2,0,2,0,3,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
211,5.0,1,0,1,2,2,2,0,0,1,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0
212,4.096774193548387,2,2,2,2,2,2,0,1,1,2,0,2,1,2,2,2,1,0,0,0,2,0,0,2,0,2
213,3.372549019607843,1,2,1,2,0,2,2,1,1,2,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,2
214,2.7142857142857144,1,2,1,2,2,2,0,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
215,2.44,1,2,2,2,2,2,0,1,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2
216,3.522727272727273,3,2,1,2,0,2,2,1,1,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2
217,3.875,3,2,2,2,2,2,2,1,1,2,2,2,0,2,1,2,1,0,0,0,0,0,0,0,0,2
218,2.7349397590361444,1,2,2,2,2,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,2
219,4.4,1,2,1,0,1,2,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0
220,2.864864864864865,1,0,2,2,0,2,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2
221,1.8333333333333333,0,2,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
